Destination,Dial Codes,Effective Date,Time Band,Rate,Rate Change Indicator,A-number rates,Rounding Rules
"Ecuador,Mobile Other",593974,1/9/2022,Flat,0.1462,Decrease,,1-Jan
"Ecuador,Mobile Other",593975,1/9/2022,Flat,0.1462,Decrease,,1-Jan
"Ecuador,Mobile Other",593976,1/9/2022,Flat,0.1462,Decrease,,1-Jan
"Ecuador,Mobile Other",593977,1/9/2022,Flat,0.1462,Decrease,,1-Jan
"Ecuador,Mobile Other",593978,1/9/2022,Flat,0.1462,Decrease,,1-Jan
"Ecuador,Mobile Other",5939820,1/9/2022,Flat,0.1462,Decrease,,1-Jan
"Ecuador,Mobile Other",5939821,1/9/2022,Flat,0.1462,Decrease,,1-Jan
"Ecuador,Mobile Other",5939822,1/9/2022,Flat,0.1462,Decrease,,1-Jan
"Ecuador,Mobile Other",5939823,1/9/2022,Flat,0.1462,Decrease,,1-Jan
"Ecuador,Mobile Other",5939824,1/9/2022,Flat,0.1462,Decrease,,1-Jan
"Ecuador,Mobile Other",593996,1/9/2022,Flat,0.1462,Decrease,,1-Jan
"Ecuador,Mobile,Claro",593939,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",593959,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939691,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939692,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939693,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939694,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939695,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939696,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939697,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939698,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939699,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939794,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939795,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939796,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939797,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939798,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939799,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",593980,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",593981,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939825,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939826,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939827,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939828,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939829,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939836,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",593985,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",593986,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",593988,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",593989,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",593990,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",593991,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939920,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939921,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939922,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939923,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939924,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",593993,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",593994,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",593997,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939991,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939993,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939994,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939995,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Claro",5939996,1/9/2022,Flat,0.1392,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939586,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939587,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939588,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939589,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939625,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939626,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939627,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939628,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939629,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939630,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939690,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939786,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939787,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939788,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939789,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939790,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939791,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939792,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939793,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939830,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939831,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939832,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939833,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939834,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939835,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939837,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939838,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939839,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",593984,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",593987,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939925,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939926,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939927,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939928,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939929,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",593995,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",593998,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939990,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939992,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939997,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939998,1/9/2022,Flat,0.13077,Decrease,,1-Jan
"Ecuador,Mobile,Movistar",5939999,1/9/2022,Flat,0.13077,Decrease,,1-Jan
Egypt,20,1/9/2022,Flat,0.04964,Decrease,,1-Jan
"Egypt,Mobile,Etisalat",2011,1/9/2022,Flat,0.07446,Decrease,A-number rates,1-Jan
"Egypt,Mobile,Orange",2012,1/9/2022,Flat,0.09103,Decrease,,1-Jan
"Egypt,Mobile,TEM",2015,1/9/2022,Flat,0.07448,Decrease,,1-Jan
"Egypt,Mobile,Vodafone",2010,1/9/2022,Flat,0.09102,Decrease,,1-Jan
El Salvador,503,1/9/2022,Flat,0.11709,Decrease,,1-Jan
"El Salvador,Mobile Other",50321045,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",50321046,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",50321047,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",50321048,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",50321049,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",5032105,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",5032106,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",5032107,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",5032108,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",5032109,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",50324108,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",50324109,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",50325151,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",50325152,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",5037980,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",5037981,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",5037982,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",5037983,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",50379840,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",50379841,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",50379842,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",50379843,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile Other",50379844,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503630,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5036310,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5036311,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5036312,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5036313,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5036314,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5036315,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5036316,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50363170,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50363171,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50363172,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50363173,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50363174,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503700,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503701,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503702,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503703,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503704,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503705,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503706,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370700,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370703,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370704,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370705,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503707083,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370710,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370712,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370717,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370735,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370736,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370737,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370738,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370739,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370740,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370741,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370742,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370743,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370744,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370745,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50370746,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503708,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503709,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503760,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503761,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503762,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503763,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503764,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503765,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503766,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037687,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037688,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037689,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037690,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503774,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503775,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50378025,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50378026,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50378027,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50378028,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",50378029,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037803,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037805,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037806,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037807,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037808,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037809,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037840,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037841,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037842,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037843,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037844,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503785,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503786,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503795,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",503796,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037985,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037986,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037987,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037988,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Claro",5037989,1/9/2022,Flat,0.12355,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",503620,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",5037072,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",50370730,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",50370731,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",50370732,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",50370733,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",50370734,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",50370747,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",50373,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",503740,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",503741,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",503742,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",503743,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",503744,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",503746,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",5037695,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",5037696,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",5037697,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",5037698,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",503776,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",503777,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",5037801,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",50378020,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",50378021,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",50378022,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",50378023,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",50378024,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Digicel",503797,1/9/2022,Flat,0.12417,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",503610,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",503611,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",503612,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",503613,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",503614,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",503615,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",503616,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",503617,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",503618,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5036190,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5036191,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5036192,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5036193,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5036194,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5036195,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5036196,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5036197,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5036198,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",50370702,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",50370708,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",50370711,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",50370716,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",50371,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",503745,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",50376865,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",50376866,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",50376867,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",50376868,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",50376869,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037691,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037692,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037693,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037694,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037699,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",503770,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",503771,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037780,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037781,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037782,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037783,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037784,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037790,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037791,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037792,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037793,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037794,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037800,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",503781,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",503782,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",503783,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037845,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037846,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037847,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037848,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",5037849,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Movistar",503799,1/9/2022,Flat,0.10457,Decrease,,1-Jan
"El Salvador,Mobile,Tigo",503600,1/9/2022,Flat,0.11539,Decrease,,1-Jan
